,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-02-08,,,,,15.5,103.25,,700.1333333333332,,43.5,,0.409,20.22583333333333,8.354166666666666,
2015-02-09,,,,,23.416666666666668,81.70833333333333,,703.2333333333335,,37.25,,0.39483333333333337,20.345416666666665,8.833333333333336,
2015-02-10,,,,,30.916666666666668,107.83333333333333,,701.1374999999999,,44.333333333333336,,0.38333333333333347,19.045,8.525,
2015-02-11,,,,,25.25,130.875,,699.3791666666666,,53.541666666666664,,0.36591666666666667,18.516250000000003,8.4125,
2015-02-12,,,,,17.625,41.56521739130435,,705.7041666666668,,85.58333333333333,,0.0525,13.265416666666667,12.066666666666668,
2015-02-13,,,,,18.416666666666668,77.34782608695652,,707.5833333333334,,83.25,,0.11233333333333333,11.57875,7.204166666666667,
2015-02-14,,,,,9.263157894736842,111.47368421052632,,706.163157894737,,85.47368421052632,,0.02042857142857143,12.947894736842105,4.615789473684211,
2015-02-15,,,,,10.666666666666666,126.70833333333333,,701.7208333333332,,81.91666666666667,,0.20924999999999996,16.109166666666663,4.8374999999999995,
2015-02-16,,,,,19.458333333333332,68.95454545454545,,698.9291666666667,,58.916666666666664,,0.2801333333333334,19.504166666666666,11.616666666666667,
2015-02-17,,,,,10.291666666666666,77.17391304347827,,704.025,,79.54166666666667,,0.075,8.199166666666668,7.150000000000001,
2015-02-18,,,,,19.666666666666668,99.66666666666667,,706.8958333333334,,63.041666666666664,,0.40383333333333327,11.482083333333335,8.158333333333333,
2015-02-19,,,,,23.583333333333332,97.91666666666667,,705.1208333333334,,64.20833333333333,,0.39099999999999996,13.034166666666666,7.854166666666665,
2015-02-20,,,,,23.708333333333332,132.04166666666666,,699.0833333333335,,66.54166666666667,,0.32421428571428573,17.010416666666668,6.5625,
2015-02-21,,,,,26.833333333333332,127.375,,697.6833333333333,,49.666666666666664,,0.4193333333333333,22.062499999999996,8.683333333333334,
2015-02-22,,,,,36.416666666666664,119.625,,700.0749999999999,,56.375,,0.36716666666666664,22.457916666666666,7.9624999999999995,
2015-02-23,,,,,11.0,36.8421052631579,,706.2499999999997,,85.08333333333333,,0.04570588235294118,8.810833333333333,14.016666666666664,
2015-02-24,,,,,6.083333333333333,53.75,,702.5999999999999,,89.29166666666667,,0.0541764705882353,3.7158333333333338,8.591666666666667,
2015-02-25,,,,,4.666666666666667,43.44444444444444,,698.4444444444445,,90.0,,0.03557142857142857,4.403333333333333,5.155555555555556,
2015-02-26,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,,
2015-02-28,,,,,,,,,,,,,,,
2015-03-01,,,,,,,,,,,,,,,
2015-03-02,,,,,8.909090909090908,57.3,,703.3083333333333,,86.16666666666667,,0.07666666666666667,11.470833333333333,11.566666666666668,
2015-03-03,,,,,21.208333333333332,126.13636363636364,,698.6124999999997,,75.33333333333333,,0.30574999999999997,16.322499999999998,6.5666666666666655,
2015-03-04,,,,,28.75,152.41666666666666,,696.4333333333334,,74.83333333333333,,0.20399999999999996,19.582916666666662,6.333333333333332,
2015-03-05,,,,,15.083333333333334,36.7,,708.3416666666667,,78.20833333333333,,0.055200000000000006,8.404583333333333,11.004166666666668,
