,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-01-31,2.4633333333333334,,,,11.875,53.382087500000004,20.55,,,95.54166666666667,5.654166666666666,0.10881818181818183,15.382916666666661,5.800000000000002,133.54166666666666
2015-02-01,2.7458333333333336,,,,5.625,81.10634347826088,25.681818181818183,,,87.16666666666667,8.041666666666666,0.16891666666666663,17.509583333333335,5.312499999999999,247.58333333333334
2015-02-02,2.0466666666666673,,,,21.25,32.873721739130424,7.5,,,88.125,6.812500000000001,0.06727272727272728,8.500000000000002,5.158333333333334,167.5
2015-02-03,1.6037499999999996,,,,14.208333333333334,40.77925217391303,12.764705882352942,,,96.875,6.079166666666666,0.08836363636363637,6.550833333333333,6.241666666666666,84.54166666666667
2015-02-04,1.0954166666666667,,,,13.75,63.71671249999999,24.043478260869566,,,84.70833333333333,4.75,0.45283333333333337,14.242916666666668,4.941666666666666,158.20833333333334
2015-02-05,0.7045833333333335,,,,9.25,49.416837499999986,12.928571428571429,,,92.5,4.208333333333333,0.07916666666666668,11.78291666666667,4.679166666666666,144.5
2015-02-06,0.5470833333333334,,,,8.625,41.17402499999998,7.133333333333334,,,94.5,3.5625000000000013,0.16183333333333333,10.746250000000002,5.254166666666667,93.25
2015-02-07,0.9883333333333333,,,,12.666666666666666,64.09510869565216,26.652173913043477,,,81.875,4.124999999999999,0.44275000000000003,15.365833333333333,4.895833333333333,143.08333333333334
2015-02-08,0.8345833333333333,,,,16.25,50.70365833333332,15.95,,,51.625,5.059090909090909,0.5002500000000001,21.49833333333333,6.033333333333334,223.5
2015-02-09,0.7087500000000001,,,,22.541666666666668,49.847999999999985,14.944444444444445,,,46.166666666666664,6.154166666666666,0.48183333333333334,21.976250000000004,5.641666666666668,175.70833333333334
2015-02-10,0.8208333333333333,,,,22.458333333333332,52.152043478260865,13.818181818181818,,,57.208333333333336,5.6875,0.46291666666666664,19.35625,6.633333333333332,157.125
2015-02-11,0.8158333333333333,,,,26.875,53.9313625,18.416666666666668,,,64.66666666666667,7.783333333333334,0.4578333333333333,19.024583333333336,6.816666666666666,153.58333333333334
2015-02-12,0.6470833333333333,,,,15.583333333333334,41.09793749999999,9.473684210526315,,,95.45833333333333,4.395833333333334,0.029727272727272734,13.296250000000002,5.304166666666667,134.79166666666666
2015-02-13,0.8454166666666668,,,,14.166666666666666,48.851143478260845,17.59090909090909,,,94.70833333333333,4.486363636363635,0.09774999999999999,11.602500000000001,3.6124999999999994,116.45833333333333
2015-02-14,1.0916666666666666,,,,6.375,59.448878260869556,30.894736842105264,,,96.25,5.716666666666666,0.07016666666666667,13.698749999999999,3.3874999999999997,119.125
2015-02-15,1.3854166666666663,,,,7.791666666666667,66.10536249999998,37.791666666666664,,,94.91666666666667,4.704166666666667,0.1929166666666667,16.038750000000004,3.3083333333333336,134.33333333333334
2015-02-16,1.0287500000000003,,,,14.333333333333334,56.877888235294115,24.153846153846153,,,74.95833333333333,4.929166666666667,0.4074166666666666,19.366250000000004,6.641666666666667,203.45833333333334
2015-02-17,0.67875,,,,13.583333333333334,,16.294117647058822,,,84.95833333333333,4.095833333333334,0.11858333333333332,8.694583333333332,4.345833333333332,118.83333333333333
2015-02-18,0.93,,,,19.375,41.02185,15.181818181818182,,,75.91666666666667,3.9958333333333336,0.5044166666666666,11.83083333333333,6.291666666666667,130.45833333333334
2015-02-19,0.8375000000000002,,,,19.791666666666668,49.74654999999999,16.0,,,77.875,4.659090909090909,0.47141666666666665,13.693333333333333,5.820833333333333,130.08333333333334
2015-02-20,1.1041666666666665,,,,16.708333333333332,63.77201249999998,29.272727272727273,,,80.0,4.345833333333334,0.4765833333333334,17.5575,5.429166666666666,152.375
2015-02-21,1.2233333333333334,,,,23.458333333333332,60.27198749999999,23.761904761904763,,,70.625,5.3999999999999995,0.43724999999999997,21.029166666666665,6.354166666666667,170.33333333333334
2015-02-22,1.28125,,,,22.166666666666668,68.89551666666664,34.5,,,79.5,4.4750000000000005,0.4094166666666667,21.18375,5.791666666666668,125.375
2015-02-23,0.6929166666666666,,,,7.791666666666667,41.59460833333332,11.166666666666666,,,94.83333333333333,3.6347826086956525,0.06341666666666666,9.07625,5.908333333333332,105.375
2015-02-24,0.6412500000000001,,,,9.791666666666666,37.81514782608694,8.6875,,,96.58333333333333,3.379166666666667,0.07316666666666667,4.194166666666667,6.816666666666666,99.625
2015-02-25,0.8279166666666667,,,,18.083333333333332,45.56566666666666,16.166666666666668,,,77.375,3.9333333333333336,0.5015,11.398333333333333,6.954166666666666,134.04166666666666
2015-02-26,0.9354166666666663,,,,23.333333333333332,53.20549166666665,14.75,,,69.625,4.066666666666667,0.5105000000000001,15.145416666666668,9.283333333333333,153.58333333333334
2015-02-27,0.7129166666666666,,,,23.083333333333332,34.23074583333332,7.0,,,96.83333333333333,3.6458333333333326,0.08600000000000001,7.18625,9.9125,74.29166666666667
2015-02-28,0.9187500000000002,,,,8.0,51.1945181818182,23.894736842105264,,,94.0,3.9499999999999997,0.17216666666666666,7.327916666666667,3.6125000000000003,105.41666666666667
2015-03-01,1.06125,,,,7.166666666666667,62.73214999999998,33.52173913043478,,,96.29166666666667,6.7250000000000005,0.13708333333333336,10.123333333333335,4.158333333333333,70.5
2015-03-02,0.92875,,,,10.416666666666666,41.326199999999986,10.368421052631579,,,97.0,4.291666666666666,0.05575,11.051250000000001,5.6125,75.625
2015-03-03,1.0687499999999999,,,,14.166666666666666,48.16712083333332,18.22222222222222,,,89.79166666666667,3.970833333333333,0.49274999999999997,15.865416666666667,5.145833333333335,125.41666666666667
2015-03-04,1.2991666666666666,,,,20.041666666666668,68.48943749999998,30.416666666666668,,,85.95833333333333,4.433333333333334,0.4315833333333334,20.852083333333336,5.591666666666666,176.70833333333334
2015-03-05,0.7186956521739133,,,,17.833333333333332,41.27547499999998,6.923076923076923,,,81.0,5.520833333333332,0.1330833333333333,8.939166666666667,7.3875,129.58333333333334
2015-03-06,0.6895833333333333,,,,28.166666666666668,39.72836249999999,9.272727272727273,,,69.5,7.366666666666666,0.17200000000000001,7.555416666666665,6.095833333333334,124.5
